Species_list
Callorhinchus_callorynchus
Callorhinchus_capensis
Callorhinchus_milii
Chimaera_argiloba
Chimaera_bahamaensis
Chimaera_cubana
Chimaera_fulva
Chimaera_jordani
Chimaera_lignaria
Chimaera_macrospina
Chimaera_monstrosa
Chimaera_notafricana
Chimaera_obscura
Chimaera_opalescens
Chimaera_owstoni
Chimaera_panthera
Chimaera_phantasma
Hydrolagus_affinis
Hydrolagus_africanus
Hydrolagus_alberti
Hydrolagus_alphus
Hydrolagus_barbouri
Hydrolagus_bemisi
Hydrolagus_colliei
Hydrolagus_deani
Hydrolagus_eidolon
Hydrolagus_homonycteris
Hydrolagus_lemures
Hydrolagus_lusitanicus
Hydrolagus_macrophthalmus
Hydrolagus_marmoratus
Hydrolagus_matallanasi
Hydrolagus_mccoskeri
Hydrolagus_melanophasma
Hydrolagus_mirabilis
Hydrolagus_mitsukurii
Hydrolagus_novaezealandiae
Hydrolagus_ogilbyi
Hydrolagus_pallidus
Hydrolagus_purpurescens
Hydrolagus_trolli
Harriotta_haeckeli
Harriotta_raleighana
Neoharriotta_carri
Neoharriotta_pinnata
Neoharriotta_pumila
Rhinochimaera_africana
Rhinochimaera_atlantica
Rhinochimaera_pacifica
Dasyatis_acutirostra
Dasyatis_akajei
Dasyatis_americana
Dasyatis_bennetti
Dasyatis_brevicaudata
Dasyatis_centroura
Dasyatis_chrysonota
Dasyatis_colarensis
Dasyatis_dipterura
Dasyatis_fluviorum
Dasyatis_garouaensis
Dasyatis_geijskesi
Dasyatis_gigantea
Dasyatis_guttata
Dasyatis_hastata
Dasyatis_hypostigma
Dasyatis_izuensis
Dasyatis_laevigata
Dasyatis_laosensis
Dasyatis_lata
Dasyatis_longa
Dasyatis_margarita
Dasyatis_margaritella
Dasyatis_marianae
Dasyatis_marmorata
Dasyatis_matsubarai
Dasyatis_microps
Dasyatis_multispinosa
Dasyatis_navarrae
Dasyatis_parvonigra
Dasyatis_pastinaca
Dasyatis_rudis
Dasyatis_sabina
Dasyatis_say
Dasyatis_sinensis
Dasyatis_thetidis
Dasyatis_tortonesei
Dasyatis_ushiei
Dasyatis_zugei
Himantura_astra
Himantura_dalyensis
Himantura_fai
Himantura_gerrardi
Himantura_granulata
Himantura_hortlei
Himantura_imbricata
Himantura_jenkinsii
Himantura_kittipongi
Himantura_leoparda
Himantura_lobistoma
Himantura_marginata
Himantura_oxyrhyncha
Himantura_pacifica
Himantura_pastinacoides
Himantura_polylepis
Himantura_randalli
Himantura_schmardae
Himantura_signifer
Himantura_toshi
Himantura_uarnacoides
Himantura_uarnak
Himantura_undulata
Himantura_walga
Makararaja_chindwinensis
Neotrygon_annotata
Neotrygon_kuhlii
Neotrygon_leylandi
Neotrygon_ningalooensis
Neotrygon_picta
Pastinachus_atrus
Pastinachus_gracilicaudus
Pastinachus_sephen
Pastinachus_solocirostris
Pastinachus_stellurostris
Pteroplatytrygon_violacea
Taeniura_lymma
Taeniurops_grabata
Taeniurops_meyeni
Urogymnus_asperrimus
Urogymnus_ukpam
Gymnura_afuerae
Gymnura_altavela
Gymnura_australis
Gymnura_bimaculata
Gymnura_crebripunctata
Gymnura_crooki
Gymnura_hirundo
Gymnura_japonica
Gymnura_marmorata
Gymnura_micrura
Gymnura_natalensis
Gymnura_poecilura
Gymnura_tentaculata
Gymnura_zonura
Hexatrygon_bickelli
Manta_alfredi
Manta_birostris
Mobula_diabolus
Mobula_eregoodootenkee
Mobula_hypostoma
Mobula_japanica
Mobula_kuhlii
Mobula_mobular
Mobula_munkiana
Mobula_rochebrunei
Mobula_tarapacana
Mobula_thurstoni
Aetobatus_flagellum
Aetobatus_narinari
Aetomylaeus_maculatus
Aetomylaeus_nichofii
Aetomylaeus_vespertilio
Myliobatis_aquila
Myliobatis_australis
Myliobatis_californicus
Myliobatis_chilensis
Myliobatis_freminvillei
Myliobatis_goodei
Myliobatis_hamlyni
Myliobatis_longirostris
Myliobatis_peruvianus
Myliobatis_rhombus
Myliobatis_ridens
Myliobatis_tenuicaudatus
Myliobatis_tobijei
Pteromylaeus_asperrimus
Pteromylaeus_bovinus
Plesiobatis_daviesi
Heliotrygon_gomesi
Heliotrygon_rosai
Paratrygon_aiereba
Plesiotrygon_iwamae
Plesiotrygon_nana
Potamotrygon_boesemani
Potamotrygon_brachyura
Potamotrygon_castexi
Potamotrygon_constellata
Potamotrygon_dumerilii
Potamotrygon_falkneri
Potamotrygon_henlei
Potamotrygon_histrix
Potamotrygon_humerosa
Potamotrygon_leopoldi
Potamotrygon_magdalenae
Potamotrygon_marinae
Potamotrygon_motoro
Potamotrygon_ocellata
Potamotrygon_orbignyi
Potamotrygon_schroederi
Potamotrygon_schuhmacheri
Potamotrygon_scobina
Potamotrygon_signata
Potamotrygon_tatianae
Potamotrygon_tigrina
Potamotrygon_yepezi
Rhinoptera_adspersa
Rhinoptera_bonasus
Rhinoptera_brasiliensis
Rhinoptera_hainanensis
Rhinoptera_javanica
Rhinoptera_jayakari
Rhinoptera_marginata
Rhinoptera_neglecta
Rhinoptera_peli
Rhinoptera_sewelli
Rhinoptera_steindachneri
Trygonoptera_galba
Trygonoptera_imitata
Trygonoptera_mucosa
Trygonoptera_ovalis
Trygonoptera_personata
Trygonoptera_testacea
Urolophus_armatus
Urolophus_aurantiacus
Urolophus_bucculentus
Urolophus_circularis
Urolophus_cruciatus
Urolophus_deforgesi
Urolophus_expansus
Urolophus_flavomosaicus
Urolophus_gigas
Urolophus_javanicus
Urolophus_kaianus
Urolophus_kapalensis
Urolophus_lobatus
Urolophus_mitosis
Urolophus_neocaledoniensis
Urolophus_orarius
Urolophus_papilio
Urolophus_paucimaculatus
Urolophus_piperatus
Urolophus_sufflavus
Urolophus_viridis
Urolophus_westraliensis
Urobatis_concentricus
Urobatis_halleri
Urobatis_jamaicensis
Urobatis_maculatus
Urobatis_marmoratus
Urobatis_tumbesensis
Urotrygon_aspidura
Urotrygon_caudispinosus
Urotrygon_chilensis
Urotrygon_cimar
Urotrygon_microphthalmum
Urotrygon_munda
Urotrygon_nana
Urotrygon_peruanus
Urotrygon_reticulata
Urotrygon_rogersi
Urotrygon_serrula
Urotrygon_simulatrix
Urotrygon_venezuelae
Anacanthobatis_americanus
Anacanthobatis_donghaiensis
Anacanthobatis_folirostris
Anacanthobatis_longirostris
Anacanthobatis_marmoratus
Anacanthobatis_nanhaiensis
Anacanthobatis_ori
Anacanthobatis_stenosoma
Cruriraja_andamanica
Cruriraja_atlantis
Cruriraja_cadenati
Cruriraja_durbanensis
Cruriraja_hulleyi
Cruriraja_parcomaculata
Cruriraja_poeyi
Cruriraja_rugosa
Sinobatis_borneensis
Sinobatis_bulbicauda
Sinobatis_caerulea
Sinobatis_filicauda
Sinobatis_melanosoma
Arhynchobatis_asperrimus
Atlantoraja_castelnaui
Atlantoraja_cyclophora
Atlantoraja_platana
Bathyraja_abyssicola
Bathyraja_aguja
Bathyraja_aleutica
Bathyraja_andriashevi
Bathyraja_bergi
Bathyraja_brachyurops
Bathyraja_cousseauae
Bathyraja_diplotaenia
Bathyraja_eatonii
Bathyraja_fedorovi
Bathyraja_griseocauda
Bathyraja_hesperafricana
Bathyraja_irrasa
Bathyraja_ishiharai
Bathyraja_isotrachys
Bathyraja_kincaidii
Bathyraja_leucomelanos
Bathyraja_lindbergi
Bathyraja_longicauda
Bathyraja_maccaini
Bathyraja_maculata
Bathyraja_mariposa
Bathyraja_matsubarai
Bathyraja_meridionalis
Bathyraja_microtrachys
Bathyraja_minispinosa
Bathyraja_notoroensis
Bathyraja_pallida
Bathyraja_panthera
Bathyraja_papilionifera
Bathyraja_parmifera
Bathyraja_peruana
Bathyraja_richardsoni
Bathyraja_scaphiops
Bathyraja_schroederi
Bathyraja_shuntovi
Bathyraja_simoterus
Bathyraja_smirnovi
Bathyraja_smithii
Bathyraja_spinicauda
Bathyraja_spinosissima
Bathyraja_trachouros
Bathyraja_trachura
Bathyraja_tunae
Bathyraja_tzinovskii
Bathyraja_violacea
Brochiraja_aenigma
Brochiraja_albilabiata
Brochiraja_asperula
Brochiraja_heuresa
Brochiraja_leviveneta
Brochiraja_microspinifera
Brochiraja_spinifera
Brochiraja_vittacauda
Insentiraja_laxipella
Insentiraja_subtilispinosa
Irolita_waitii
Irolita_westraliensis
Notoraja_alisae
Notoraja_azurea
Notoraja_fijiensis
Notoraja_hirticauda
Notoraja_inusitata
Notoraja_lira
Notoraja_longiventralis
Notoraja_ochroderma
Notoraja_sapphira
Notoraja_sticta
Notoraja_tobitukai
Pavoraja_alleni
Pavoraja_arenaria
Pavoraja_mosaica
Pavoraja_nitida
Pavoraja_pseudonitida
Pavoraja_umbrosa
Psammobatis_bergi
Psammobatis_extenta
Psammobatis_lentiginosa
Psammobatis_normani
Psammobatis_parvacauda
Psammobatis_rudis
Psammobatis_rutrum
Psammobatis_scobina
Pseudoraja_fischeri
Rhinoraja_albomaculata
Rhinoraja_kujiensis
Rhinoraja_longicauda
Rhinoraja_macloviana
Rhinoraja_magellanica
Rhinoraja_multispinis
Rhinoraja_murrayi
Rhinoraja_odai
Rhinoraja_taranetzi
Rioraja_agassizii
Sympterygia_acuta
Sympterygia_bonapartii
Sympterygia_brevicaudata
Sympterygia_lima
Amblyraja_badia
Amblyraja_doellojuradoi
Amblyraja_frerichsi
Amblyraja_georgiana
Amblyraja_hyperborea
Amblyraja_jenseni
Amblyraja_radiata
Amblyraja_reversa
Amblyraja_robertsi
Amblyraja_taaf
Breviraja_claramaculata
Breviraja_colesi
Breviraja_nigriventralis
Breviraja_spinosa
Dactylobatus_armatus
Dactylobatus_clarkii
Dentiraja_flindersi
Dentiraja_lemprieri
Dipturus_acrobelus
Dipturus_apricus
Dipturus_australis
Dipturus_batis
Dipturus_bullisi
Dipturus_campbelli
Dipturus_canutus
Dipturus_cerva
Dipturus_confusus
Dipturus_crosnieri
Dipturus_doutrei
Dipturus_ecuadoriensis
Dipturus_endeavouri
Dipturus_falloargus
Dipturus_flavirostris
Dipturus_garricki
Dipturus_gigas
Dipturus_grahami
Dipturus_gudgeri
Dipturus_healdi
Dipturus_innominatus
Dipturus_intermedia
Dipturus_johannisdavesi
Dipturus_kwangtungensis
Dipturus_laevis
Dipturus_lanceorostratus
Dipturus_leptocaudus
Dipturus_macrocauda
Dipturus_melanospilus
Dipturus_mennii
Dipturus_nidarosiensis
Dipturus_oculus
Dipturus_olseni
Dipturus_oregoni
Dipturus_oxyrinchus
Dipturus_polyommata
Dipturus_pullopunctata
Dipturus_queenslandicus
Dipturus_springeri
Dipturus_stenorhynchus
Dipturus_teevani
Dipturus_tengu
Dipturus_trachydermus
Dipturus_wengi
Dipturus_wuhanlingi
Fenestraja_atripinna
Fenestraja_cubensis
Fenestraja_ishiyamai
Fenestraja_maceachrani
Fenestraja_mamillidens
Fenestraja_plutonia
Fenestraja_sibogae
Fenestraja_sinusmexicanus
Gurgesiella_atlantica
Gurgesiella_dorsalifera
Gurgesiella_furvescens
Hongeo_koreana
Leucoraja_caribbaea
Leucoraja_circularis
Leucoraja_compagnoi
Leucoraja_erinacea
Leucoraja_fullonica
Leucoraja_garmani
Leucoraja_lentiginosa
Leucoraja_leucosticta
Leucoraja_melitensis
Leucoraja_naevus
Leucoraja_ocellata
Leucoraja_pristispina
Leucoraja_virginica
Leucoraja_wallacei
Leucoraja_yucatanensis
Malacoraja_kreffti
Malacoraja_obscura
Malacoraja_senta
Malacoraja_spinacidermis
Neoraja_africana
Neoraja_caerulea
Neoraja_carolinensis
Neoraja_iberica
Neoraja_stehmanni
Okamejei_acutispina
Okamejei_arafurensis
Okamejei_boesemani
Okamejei_cairae
Okamejei_heemstrai
Okamejei_hollandi
Okamejei_jensenae
Okamejei_kenojei
Okamejei_leptoura
Okamejei_meerdervoortii
Okamejei_mengae
Okamejei_philipi
Okamejei_pita
Okamejei_porosa
Okamejei_powelli
Okamejei_schmidti
Raja_ackleyi
Raja_africana
Raja_asterias
Raja_atriventralis
Raja_bahamensis
Beringraja_binoculata
Raja_brachyura
Raja_cervigoni
Raja_chinensis
Raja_clavata
Raja_cortezensis
Raja_eglanteria
Raja_equatorialis
Raja_herwigi
Raja_inornata
Raja_macrorynchus
Raja_maderensis
Raja_microocellata
Raja_miraletus
Raja_montagui
Raja_polystigma
Beringraja_pulchra
Raja_radula
Raja_rhina
Raja_rondeleti
Raja_rouxi
Raja_stellulata
Raja_straeleni
Raja_texana
Raja_undulata
Raja_velezi
Rajella_alia
Rajella_annandalei
Rajella_barnardi
Rajella_bathyphila
Rajella_bigelowi
Rajella_caudaspinosa
Rajella_challengeri
Rajella_dissimilis
Rajella_eisenhardti
Rajella_fuliginea
Rajella_fyllae
Rajella_kukujevi
Rajella_leopardus
Rajella_lintea
Rajella_nigerrima
Rajella_purpuriventralis
Rajella_ravidula
Rajella_sadowskii
Rostroraja_alba
Spiniraja_whitleyi
Zearaja_argentinensis
Zearaja_chilensis
Zearaja_maugeana
Zearaja_nasuta
Anoxypristis_cuspidata
Pristis_clavata
Pristis_pectinata
Pristis_pristis
Pristis_zijsron
Rhina_ancylostoma
Acroteriobatus_annulatus
Acroteriobatus_blochii
Acroteriobatus_leucospilus
Acroteriobatus_ocellatus
Acroteriobatus_salalah
Acroteriobatus_variegatus
Acroteriobatus_zanzibarensis
Aptychotrema_rostrata
Aptychotrema_timorensis
Aptychotrema_vincentiana
Glaucostegus_cemiculus
Glaucostegus_granulatus
Glaucostegus_halavi
Glaucostegus_microphthalmus
Glaucostegus_obtusus
Glaucostegus_spinosus
Glaucostegus_thouin
Glaucostegus_typus
Rhinobatos_albomaculatus
Rhinobatos_annandalei
Rhinobatos_formosensis
Rhinobatos_glaucostigma
Rhinobatos_holcorhynchus
Rhinobatos_horkelii
Rhinobatos_hynnicephalus
Rhinobatos_irvinei
Rhinobatos_jimbaranensis
Rhinobatos_lentiginosus
Rhinobatos_leucorhynchus
Rhinobatos_lionotus
Rhinobatos_nudidorsalis
Rhinobatos_penggali
Rhinobatos_percellens
Rhinobatos_planiceps
Rhinobatos_prahli
Rhinobatos_productus
Rhinobatos_punctifer
Rhinobatos_rhinobatos
Rhinobatos_sainsburyi
Rhinobatos_schlegelii
Trygonorrhina_dumerilii
Trygonorrhina_fasciata
Trygonorrhina_melaleuca
Zapteryx_brevirostris
Zapteryx_exasperata
Zapteryx_xyster
Rhynchobatus_australiae
Rhynchobatus_djiddensis
Rhynchobatus_laevis
Rhynchobatus_luebberti
Rhynchobatus_palpebratus
Rhynchobatus_springeri
Zanobatus_schoenleinii
Hypnos_monopterygius
Benthobatis_kreffti
Benthobatis_marcida
Benthobatis_moresbyi
Benthobatis_yangi
Diplobatis_colombiensis
Diplobatis_guamachensis
Diplobatis_ommata
Diplobatis_pictus
Discopyge_castelloi
Discopyge_tschudii
Narcine_atzi
Narcine_bancroftii
Narcine_bicolor
Narcine_brasiliensis
Narcine_brevilabiata
Narcine_brunnea
Narcine_entemedor
Narcine_firma
Narcine_insolita
Narcine_lasti
Narcine_leoparda
Narcine_lingula
Narcine_maculata
Narcine_nelsoni
Narcine_nigra
Narcine_oculifera
Narcine_ornata
Narcine_prodorsalis
Narcine_rierai
Narcine_tasmaniensis
Narcine_timlei
Narcine_vermiculatus
Narcine_westraliensis
Crassinarke_dormitor
Electrolux_addisoni
Heteronarce_bentuviai
Heteronarce_garmani
Heteronarce_mollis
Heteronarce_prabhui
Narke_capensis
Narke_dipterygia
Narke_japonica
Temera_hardwickii
Typhlonarke_aysoni
Typhlonarke_tarakea
Platyrhina_hyugaensis
Platyrhina_sinensis
Platyrhina_tangi
Platyrhinoidis_triseriata
Torpedo_adenensis
Torpedo_alexandrinsis
Torpedo_andersoni
Torpedo_bauchotae
Torpedo_californica
Torpedo_fairchildi
Torpedo_formosa
Torpedo_fuscomaculata
Torpedo_mackayana
Torpedo_macneilli
Torpedo_marmorata
Torpedo_microdiscus
Torpedo_nobiliana
Torpedo_panthera
Torpedo_peruana
Torpedo_polleni
Torpedo_puelcha
Torpedo_semipelagica
Torpedo_sinuspersici
Torpedo_suessii
Torpedo_tokionis
Torpedo_torpedo
Torpedo_tremens
Torpedo_zugmayeri
Carcharhinus_acronotus
Carcharhinus_albimarginatus
Carcharhinus_altimus
Carcharhinus_amblyrhynchoides
Carcharhinus_amblyrhynchos
Carcharhinus_amboinensis
Carcharhinus_borneensis
Carcharhinus_brachyurus
Carcharhinus_brevipinna
Carcharhinus_cautus
Carcharhinus_cerdale
Carcharhinus_coatesi
Carcharhinus_dussumieri
Carcharhinus_falciformis
Carcharhinus_fitzroyensis
Carcharhinus_galapagensis
Carcharhinus_hemiodon
Carcharhinus_isodon
Carcharhinus_leiodon
Carcharhinus_leucas
Carcharhinus_limbatus
Carcharhinus_longimanus
Carcharhinus_macloti
Carcharhinus_melanopterus
Carcharhinus_obscurus
Carcharhinus_perezii
Carcharhinus_plumbeus
Carcharhinus_porosus
Carcharhinus_sealei
Carcharhinus_signatus
Carcharhinus_sorrah
Carcharhinus_tilstoni
Carcharhinus_tjutjot
Carcharhinus_wheeleri
Galeocerdo_cuvier
Glyphis_fowlerae
Glyphis_gangeticus
Glyphis_garricki
Glyphis_glyphis
Glyphis_siamensis
Glyphis_sp.1
Isogomphodon_oxyrhynchus
Lamiopsis_temminckii
Lamiopsis_tephrodes
Loxodon_macrorhinus
Nasolamia_velox
Negaprion_acutidens
Negaprion_brevirostris
Prionace_glauca
Rhizoprionodon_acutus
Rhizoprionodon_lalandii
Rhizoprionodon_longurio
Rhizoprionodon_oligolinx
Rhizoprionodon_porosus
Rhizoprionodon_taylori
Rhizoprionodon_terraenovae
Scoliodon_laticaudus
Scoliodon_macrorhynchos
Triaenodon_obesus
Chaenogaleus_macrostoma
Hemigaleus_australiensis
Hemigaleus_microstoma
Hemipristis_elongata
Paragaleus_leucolomatus
Paragaleus_pectoralis
Paragaleus_randalli
Paragaleus_tengi
Leptocharias_smithii
Ctenacis_fehlmanni
Eridacnis_barbouri
Eridacnis_radcliffei
Eridacnis_sinuans
Proscyllium_habereri
Proscyllium_magnificum
Proscyllium_venustum
Gollum_attenuatus
Gollum_suluensis
Planonasus_parini
Pseudotriakis_microdon
Apristurus_albisoma
Apristurus_ampliceps
Apristurus_aphyodes
Apristurus_australis
Apristurus_brunneus
Apristurus_bucephalus
Apristurus_canutus
Apristurus_exsanguis
Apristurus_fedorovi
Apristurus_gibbosus
Apristurus_herklotsi
Apristurus_indicus
Apristurus_internatus
Apristurus_investigatoris
Apristurus_japonicus
Apristurus_kampae
Apristurus_laurussonii
Apristurus_longicephalus
Apristurus_macrorhynchus
Apristurus_macrostomus
Apristurus_manis
Apristurus_melanoasper
Apristurus_microps
Apristurus_micropterygeus
Apristurus_nasutus
Apristurus_parvipinnis
Apristurus_pinguis
Apristurus_platyrhynchus
Apristurus_profundorum
Apristurus_riveri
Apristurus_saldanha
Apristurus_sibogae
Apristurus_sinensis
Apristurus_spongiceps
Apristurus_stenseni
Asymbolus_analis
Asymbolus_funebris
Asymbolus_galacticus
Asymbolus_occiduus
Asymbolus_pallidus
Asymbolus_parvus
Asymbolus_rubiginosus
Asymbolus_submaculatus
Asymbolus_vincenti
Atelomycterus_baliensis
Atelomycterus_fasciatus
Atelomycterus_macleayi
Atelomycterus_marmoratus
Atelomycterus_marnkalha
Aulohalaelurus_kanakorum
Aulohalaelurus_labiosus
Bythaelurus_alcockii
Bythaelurus_canescens
Bythaelurus_clevai
Bythaelurus_dawsoni
Bythaelurus_giddingsi
Bythaelurus_hispidus
Bythaelurus_immaculatus
Bythaelurus_incanus
Bythaelurus_lutarius
Cephaloscyllium_albipinnum
Cephaloscyllium_cooki
Cephaloscyllium_fasciatum
Cephaloscyllium_hiscosellum
Cephaloscyllium_isabellum
Cephaloscyllium_laticeps
Cephaloscyllium_maculatum
Cephaloscyllium_pardelotum
Cephaloscyllium_pictum
Cephaloscyllium_sarawakensis
Cephaloscyllium_signourum
Cephaloscyllium_silasi
Cephaloscyllium_speccum
Cephaloscyllium_stevensi
Cephaloscyllium_sufflans
Cephaloscyllium_umbratile
Cephaloscyllium_variegatum
Cephaloscyllium_ventriosum
Cephaloscyllium_zebrum
Cephalurus_cephalus
Figaro_boardmani
Figaro_striatus
Galeus_antillensis
Galeus_arae
Galeus_atlanticus
Galeus_cadenati
Galeus_eastmani
Galeus_gracilis
Galeus_longirostris
Galeus_melastomus
Galeus_mincaronei
Galeus_murinus
